image_id,file_name,coco_url,flickr_url,license_url,width,height,person_x,person_y,person_width,person_height,person_box_area,scene,context_objects,context_score,caption_hits_json,captions_json
231991,000000231991.jpg,http://images.cocodataset.org/train2017/000000231991.jpg,http://farm2.staticflickr.com/1134/557280905_6979335c8c_z.jpg,http://creativecommons.org/licenses/by/2.0/,500,375,0.20394,0.2809066666666667,0.49886,0.7078666666666666,0.15879235866666666,office,book;chair;keyboard;laptop;mouse,89.587924,"[""A young man using his laptop at a desk"", ""A man siting at a desk using a laptop computer."", ""Guy sitting at desk working on his laptop."", ""Man sitting at a computer desk holding a microphone to his mouth."", ""A man sits at a desk looking at a laptop.""]","[""A young man using his laptop at a desk"", ""A man siting at a desk using a laptop computer."", ""Guy sitting at desk working on his laptop."", ""Man sitting at a computer desk holding a microphone to his mouth."", ""A man sits at a desk looking at a laptop.""]"
501242,000000501242.jpg,http://images.cocodataset.org/train2017/000000501242.jpg,http://farm3.staticflickr.com/2032/2038875500_6ad82d93f3_z.jpg,http://creativecommons.org/licenses/by-sa/2.0/,640,600,0.378453125,0.0010166666666666666,0.6215468749999999,0.9672166666666667,0.3481345341145832,office,chair;keyboard;laptop;mouse,89.481345,"[""A woman with good posture sits at a wooden desk with an open laptop."", ""A woman sitting at her desk working on a laptop."", ""a woman sitting at her computer desk working with her computer."", ""A young woman sitting at a wooden desk watching Youtube on a laptop computer at home"", ""The girl posing for the photo is sitting at a desk with a laptop.""]","[""A woman with good posture sits at a wooden desk with an open laptop."", ""A woman sitting at her desk working on a laptop."", ""a woman sitting at her computer desk working with her computer."", ""A young woman sitting at a wooden desk watching Youtube on a laptop computer at home"", ""The girl posing for the photo is sitting at a desk with a laptop.""]"
161190,000000161190.jpg,http://images.cocodataset.org/train2017/000000161190.jpg,http://farm4.staticflickr.com/3045/2968392376_872c750b68_z.jpg,http://creativecommons.org/licenses/by-nc-nd/2.0/,640,406,0.032718750000000005,0.06411330049261084,0.470796875,0.9358866995073891,0.25530256157635467,office,cell phone;keyboard;laptop;mouse,87.553026,"[""A person sitting down on the computer desk."", ""a person sitting in front of a desk with a laptop and monitor"", ""A man is smiling in front of his desk with multiple computers."", ""A man sitting at a desk containing a laptop, computer screen, mouse, and three types of phones."", ""A pleased man sitting in front of his desk.""]","[""A person sitting down on the computer desk."", ""a person sitting in front of a desk with a laptop and monitor"", ""A man is smiling in front of his desk with multiple computers."", ""A man sitting at a desk containing a laptop, computer screen, mouse, and three types of phones."", ""A pleased man sitting in front of his desk.""]"
57481,000000057481.jpg,http://images.cocodataset.org/train2017/000000057481.jpg,http://farm1.staticflickr.com/71/157902230_86777d9d17_z.jpg,http://creativecommons.org/licenses/by/2.0/,640,480,0.0080625,0.4903125,0.33871875,0.49893750000000003,0.08729276692708332,office,chair;keyboard;laptop;mouse,86.872928,"[""A woman sitting at a desk with a laptop and desktop computer."", ""A woman is at a computer desk next to a big window."", ""a lady in a office looking at a computer"", ""A lady is working in an office with a window view of a construction mess in the next office."", ""A woman sitting at a desk with her computer.""]","[""A woman sitting at a desk with a laptop and desktop computer."", ""A woman is at a computer desk next to a big window."", ""a lady in a office looking at a computer"", ""A lady is working in an office with a window view of a construction mess in the next office."", ""A woman sitting at a desk with her computer.""]"
108301,000000108301.jpg,http://images.cocodataset.org/train2017/000000108301.jpg,http://farm1.staticflickr.com/99/310848733_cfa401daf8_z.jpg,http://creativecommons.org/licenses/by-nc-sa/2.0/,640,480,0.111234375,0.18877083333333333,0.6,0.7685416666666666,0.2224602737630208,office,book;chair;keyboard;mouse,82.224603,"[""A woman in a pink shirt sitting near a desk"", ""a person sitting at a desk with a keyboard nad monitor"", ""A woman in a pink sweater at an office desk with computer and business paperwork."", ""A woman sitting at a computer desk, with an old style CRT monitor on her desk."", ""The woman smiles at her office computer desk.""]","[""A woman in a pink shirt sitting near a desk"", ""a person sitting at a desk with a keyboard nad monitor"", ""A woman in a pink sweater at an office desk with computer and business paperwork."", ""A woman sitting at a computer desk, with an old style CRT monitor on her desk."", ""The woman smiles at her office computer desk.""]"
17877,000000017877.jpg,http://images.cocodataset.org/train2017/000000017877.jpg,http://farm2.staticflickr.com/1107/4725954066_161afc9669_z.jpg,http://creativecommons.org/licenses/by-nc-sa/2.0/,480,640,0.20960416666666667,0.299421875,0.5622916666666666,0.495046875,0.14570823258463544,office,chair;keyboard;mouse,79.457082,"[""A man is sitting at his desk and eating lunch."", ""A man sitting at a desk, eating something from a container."", ""a man eating at his work desk"", ""a man in a tie eats some food on a desk"", ""A businessman eats lunch at his office desk.""]","[""A man is sitting at his desk and eating lunch."", ""A man sitting at a desk, eating something from a container."", ""a man eating at his work desk"", ""a man in a tie eats some food on a desk"", ""A businessman eats lunch at his office desk.""]"
11720,000000011720.jpg,http://images.cocodataset.org/train2017/000000011720.jpg,http://farm3.staticflickr.com/2446/3887379427_08bf38dbdc_z.jpg,http://creativecommons.org/licenses/by-nc-sa/2.0/,640,480,0.0033750000000000004,0.24493749999999997,0.613484375,0.7550625,0.164446359375,office,keyboard;laptop,78.644464,"[""A man sitting with a laptop computer in his lap and feet on his desk."", ""A person is sitting with his feet on a desk while using  a computer."", ""A person sitting at a desk with their feet on top with a laptop in their lap"", ""a person with their feet up on a desk and holding a laptop in their lap."", ""A man sitting at his desk with his laptop on his lap and feet up on the backside of his desk.""]","[""A man sitting with a laptop computer in his lap and feet on his desk."", ""A person is sitting with his feet on a desk while using  a computer."", ""A person sitting at a desk with their feet on top with a laptop in their lap"", ""a person with their feet up on a desk and holding a laptop in their lap."", ""A man sitting at his desk with his laptop on his lap and feet up on the backside of his desk.""]"
419159,000000419159.jpg,http://images.cocodataset.org/train2017/000000419159.jpg,http://farm4.staticflickr.com/3013/2610162837_f347b74879_z.jpg,http://creativecommons.org/licenses/by-nc-nd/2.0/,500,375,0.45483999999999997,0.3376266666666667,0.29194,0.6516266666666667,0.13037652373333333,office,book;cell phone;chair;keyboard;laptop;mouse,78.303765,"[""A young woman sitting at a desk working on a computer."", ""A woman in black shirt sitting at desk with electronic pad and computer monitor."", ""A woman is sitting at a desk using a computer."", ""A young woman sitting at her desk looking at the monitor.""]","[""A young woman sitting at a desk working on a computer."", ""A woman in black shirt sitting at desk with electronic pad and computer monitor."", ""A woman is sitting at a desk using a computer."", ""A young woman sitting at her desk looking at the monitor."", ""a woman in a black shirt a black chair and a keyboard and monitor""]"
175600,000000175600.jpg,http://images.cocodataset.org/train2017/000000175600.jpg,http://farm7.staticflickr.com/6098/7029960845_0e797622c3_z.jpg,http://creativecommons.org/licenses/by-nc-sa/2.0/,480,640,0.10622916666666667,0.39540625,0.7527708333333333,0.60459375,0.21890330908203126,office,keyboard;mouse,78.189033,"[""Man with his feet up on a personal computer desk or office."", ""A messy cubicle with feet up on the desk."", ""The man is putting his feet up on the desk."", ""A man who has propped up his feet on his desk."", ""A person has their feet on a desk.""]","[""Man with his feet up on a personal computer desk or office."", ""A messy cubicle with feet up on the desk."", ""The man is putting his feet up on the desk."", ""A man who has propped up his feet on his desk."", ""A person has their feet on a desk.""]"
405225,000000405225.jpg,http://images.cocodataset.org/train2017/000000405225.jpg,http://farm3.staticflickr.com/2064/1589156955_a36399e721_z.jpg,http://creativecommons.org/licenses/by-nc/2.0/,640,480,0.001953125,0.6979166666666666,0.7421875,0.2890625,0.08904012044270833,office,keyboard;laptop,77.890401,"[""A cat taking a nap on the top of a desk in front of a computer monitor."", ""a close up of a cat on a desk"", ""A cat is laying on the computer desk next to the monitor."", ""A cat is laying on a lap top on a desk."", ""A cat sleeping on a desk near a laptop.""]","[""A cat taking a nap on the top of a desk in front of a computer monitor."", ""a close up of a cat on a desk"", ""A cat is laying on the computer desk next to the monitor."", ""A cat is laying on a lap top on a desk."", ""A cat sleeping on a desk near a laptop.""]"
