AuthorProfileURL,ImageID,License,OriginalLandingURL,OriginalURL,download_status,image_url,label_evidence,local_path,person_box_area,scene_hint,scene_score
https://www.flickr.com/people/wufoo/,e7574843621495bd,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/wufoo/5603527713,https://c6.staticflickr.com/6/5186/5603527713_4fdd059cc2_o.jpg,ok,https://c8.staticflickr.com/6/5186/5603527713_f8279581af_z.jpg,Chair; Coffee table; Couch; Furniture; Living room,data/raw/openimages/candidates/openimages-e7574843621495bd.jpg,0.06902100725316612,home,20
https://www.flickr.com/people/andybee/,d5b49d2512986551,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/andybee/276654741,https://farm2.staticflickr.com/80/276654741_3b2d987b13_o.jpg,missing,https://c6.staticflickr.com/1/80/276654741_3b2d987b13_z.jpg,Furniture; Home; House,,0.08350260290625,home,18
https://www.flickr.com/people/cezzie901/,48bd83368a70defc,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/cezzie901/14963871812,https://c5.staticflickr.com/4/3852/14963871812_67d5a1c539_o.jpg,ok,https://c8.staticflickr.com/4/3852/14963871812_76a3ef33ab_z.jpg,Chair; Coffee table; Home; Table,data/raw/openimages/candidates/openimages-48bd83368a70defc.jpg,0.09699853143981665,home,15
https://www.flickr.com/people/53743295@N00/,fd1088e194f01b60,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/53743295@N00/2461425480,https://farm1.staticflickr.com/3222/2461425480_d47ea25f14_o.jpg,ok,https://c2.staticflickr.com/4/3222/2461425480_f2af6f474a_z.jpg,Couch; Living room; Table,data/raw/openimages/candidates/openimages-fd1088e194f01b60.jpg,0.046142578124999986,home,15
https://www.flickr.com/people/gusilu/,9903bb72f8ee1a99,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/gusilu/7754973822,https://c2.staticflickr.com/9/8297/7754973822_28e4c62cf8_o.jpg,ok,https://c3.staticflickr.com/9/8297/7754973822_309a6dda53_z.jpg,Furniture; Kitchen; Table,data/raw/openimages/candidates/openimages-9903bb72f8ee1a99.jpg,0.15141133244868668,home,12
https://www.flickr.com/people/statelibraryofvictoria_collections/,e93a0b0f61cdb76c,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/statelibraryofvictoria_collections/7560180750,https://c5.staticflickr.com/9/8427/7560180750_772d5cbbd3_o.jpg,ok,https://c3.staticflickr.com/9/8427/7560180750_4b9b2d49b6_z.jpg,Furniture; Kitchen,data/raw/openimages/candidates/openimages-e93a0b0f61cdb76c.jpg,0.0802801203415414,home,11
https://www.flickr.com/people/zenm/,28d973ee8659aef7,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/zenm/5898310719,https://farm8.staticflickr.com/6017/5898310719_a1f7895c14_o.jpg,ok,https://c3.staticflickr.com/7/6017/5898310719_02ba92a45e_z.jpg,Furniture; House; Table,data/raw/openimages/candidates/openimages-28d973ee8659aef7.jpg,0.28328125153125,home,9
https://www.flickr.com/people/mtrichardson/,bef1d1b7146ead5d,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/mtrichardson/3459868400,https://c6.staticflickr.com/4/3598/3459868400_5b1d091bcb_o.jpg,missing,https://c3.staticflickr.com/4/3598/3459868400_6602f5c4ab_z.jpg?zz=1,Kitchen,,0.25553382031250005,home,9
https://www.flickr.com/people/yuko_ppp/,c1030024bf97809c,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/yuko_ppp/2902147055,https://c5.staticflickr.com/4/3158/2902147055_7e1fce22dd_o.jpg,ok,https://c5.staticflickr.com/4/3158/2902147055_dba3efcf3b_z.jpg,Furniture; House; Table,data/raw/openimages/candidates/openimages-c1030024bf97809c.jpg,0.044997897054594005,home,9
https://www.flickr.com/people/apreche/,16f352b006a890cd,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/apreche/7172331523,https://c6.staticflickr.com/8/7218/7172331523_3c30c303bc_o.jpg,ok,https://c2.staticflickr.com/8/7218/7172331523_82a14c43a8_z.jpg,Chair; Couch; Furniture; Table,data/raw/openimages/candidates/openimages-16f352b006a890cd.jpg,0.048242193187500004,home,8
https://www.flickr.com/people/mccchurch/,2a0feb84d28eec15,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/mccchurch/765009865/,https://farm6.staticflickr.com/1399/765009865_b4c64b6606_o.jpg,ok,https://c1.staticflickr.com/2/1399/765009865_f7dfd7fd70_z.jpg?zz=1,Furniture; House,data/raw/openimages/candidates/openimages-2a0feb84d28eec15.jpg,0.20996093750000003,home,8
https://www.flickr.com/people/fukami/,9a95650fee0f9af6,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/fukami/3192963068,https://farm7.staticflickr.com/3092/3192963068_0a91750010_o.jpg,ok,https://c3.staticflickr.com/4/3092/3192963068_7558487df8_z.jpg,Furniture; House,data/raw/openimages/candidates/openimages-9a95650fee0f9af6.jpg,0.17688152162500004,home,8
https://www.flickr.com/people/mediummaria/,9c54662ca0b0074f,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/mediummaria/10617121794,https://c8.staticflickr.com/6/5545/10617121794_c0a691bf4b_o.jpg,ok,https://c4.staticflickr.com/6/5545/10617121794_724403df2c_z.jpg,Chair; House; Table,data/raw/openimages/candidates/openimages-9c54662ca0b0074f.jpg,0.06838541124999999,home,8
https://www.flickr.com/people/hiang/,809d426b0ed06d55,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/hiang/5813090954,https://farm6.staticflickr.com/5027/5813090954_a056b6a6a4_o.jpg,ok,https://c6.staticflickr.com/6/5027/5813090954_6b91a80c7a_z.jpg,Chair; Couch; Furniture,data/raw/openimages/candidates/openimages-809d426b0ed06d55.jpg,0.6733533577200992,home,7
https://www.flickr.com/people/kaja_a/,8492e5d67d7ac44c,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/kaja_a/5216794171,https://c5.staticflickr.com/6/5206/5216794171_ee5fda879b_o.jpg,ok,https://c5.staticflickr.com/6/5206/5216794171_27040fd0d0_z.jpg,Couch; Furniture; Table,data/raw/openimages/candidates/openimages-8492e5d67d7ac44c.jpg,0.059427767996709964,home,7
https://www.flickr.com/people/barretthall/,0cce331e7f66f6ea,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/barretthall/121987526,https://c3.staticflickr.com/1/43/121987526_4a8fe0643b_o.jpg,ok,https://c8.staticflickr.com/1/43/121987526_4a8fe0643b_z.jpg,House,data/raw/openimages/candidates/openimages-0cce331e7f66f6ea.jpg,0.25087323228756486,home,6
https://www.flickr.com/people/tallkev/,20af1d21449acdce,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/tallkev/4290059412,https://c7.staticflickr.com/5/4061/4290059412_6545c74ddd_o.jpg,ok,https://c2.staticflickr.com/5/4061/4290059412_e977a36e6b_z.jpg,Bed; Furniture,data/raw/openimages/candidates/openimages-20af1d21449acdce.jpg,0.47275390625,home,6
https://www.flickr.com/people/achillifamily/,26a6b52b4016ca24,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/achillifamily/13933191485,https://farm5.staticflickr.com/3744/13933191485_aaa41e031f_o.jpg,ok,https://c2.staticflickr.com/4/3744/13933191485_28318b436f_z.jpg,House,data/raw/openimages/candidates/openimages-26a6b52b4016ca24.jpg,0.86430062,home,6
https://www.flickr.com/people/signe_karin/,3575fe8f13d43ff4,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/signe_karin/6198410197,https://farm5.staticflickr.com/6178/6198410197_45544007b6_o.jpg,ok,https://c4.staticflickr.com/7/6178/6198410197_458b56ab84_z.jpg,House,data/raw/openimages/candidates/openimages-3575fe8f13d43ff4.jpg,0.04379882934374999,home,6
https://www.flickr.com/people/dierkschaefer/,3a45b076fd024920,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/dierkschaefer/11157108065,https://farm1.staticflickr.com/3740/11157108065_8360d4ea3e_o.jpg,ok,https://c6.staticflickr.com/4/3740/11157108065_5396cdfb78_z.jpg,House,data/raw/openimages/candidates/openimages-3a45b076fd024920.jpg,0.09310547584375001,home,6
https://www.flickr.com/people/openluchtmuseum/,3d4cc20be86765ac,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/openluchtmuseum/5001745907,https://c5.staticflickr.com/5/4087/5001745907_55cb836182_o.jpg,ok,https://c6.staticflickr.com/5/4087/5001745907_1a9955cae8_z.jpg,House,data/raw/openimages/candidates/openimages-3d4cc20be86765ac.jpg,0.05360125224999998,home,6
https://www.flickr.com/people/homini/,3eecc3ae67fdeec0,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/photos/homini/6449650123,https://farm1.staticflickr.com/7171/6449650123_de8eaabb47_o.jpg,ok,https://c2.staticflickr.com/8/7171/6449650123_ce44ea7089_z.jpg,House,data/raw/openimages/candidates/openimages-3eecc3ae67fdeec0.jpg,0.11414348959368002,home,6
